Container ID	Container number	Segment ID	Segment name	Slot 1–8	Container name	Target count	Selected parameter names (pipe-delimited)	Reserve count	Reserve parameter names (pipe-delimited)	Selected start sequence	Selected end sequence	Reserve start sequence	Reserve end sequence	Container scope	Container interpretation	Main filters/modulators	Source path	Selection note
CON-031	31.0	SEG-04	Attention and Executive Control	7.0	Executive Sequencing and Task Management	32.0	Goal setting|Goal decomposition|Subgoal creation|Step ordering|Dependency tracking|Prerequisite handling|Sequencing under constraints|Priority ordering|Scheduling|Time allocation|Progress monitoring|Milestone tracking|Status updating|Bottleneck detection|Resource assignment|Task initiation|Task maintenance|Task switching (managed)|Interruption recovery|Context reloading|Deferred-task tracking|Prospective-goal holding|Completion checking|Closure/finishing|Cleanup/handoff|Backtracking|Re-planning|Contingency handling|Parallel-task coordination|Nested-task management|Loop/iteration control|Stopping-rule application	8.0	Error-triggered replanning|Working-set maintenance|Attention-to-plan alignment|Plan-vs-execution reconciliation|Overhead minimisation|Cognitive-offloading (notes/tools)|Multi-session continuity|Outcome-vs-goal comparison	901.0	932.0	301.0	308.0	Goal decomposition, step ordering, dependency tracking, progress monitoring, interruption recovery, task closure	Coordinates multiple cognitive and physical operations toward a result.	Complexity, experience, time, working memory, tools, motivation	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-032	32.0	SEG-04	Attention and Executive Control	8.0	Conflict, Error and Performance Monitoring	32.0	Conflict detection|Response-conflict monitoring|Interference detection|Mismatch detection|Prediction-error detection|Error detection|Error awareness|Post-error slowing|Error correction initiation|Surprise/novelty monitoring|Outcome monitoring|Feedback processing|Reward-vs-expectation comparison|Loss/negative-feedback processing|Performance comparison (to standard)|Self-monitoring|Accuracy monitoring|Speed monitoring|Confidence monitoring|Uncertainty monitoring|Slip detection|Lapse detection|Deviation-from-goal detection|Rule-violation detection|Anomaly detection|Adjustment signalling|Control recruitment (after conflict)|Criterion adjustment|Strategy-adjustment triggering|Error-likelihood anticipation|Warning-signal generation|Monitoring under load	8.0	Monitoring under stress|Overconfidence detection|Underconfidence detection|Metacognitive-error signalling|Recovery initiation|Learning-from-error routing|Blame/credit assignment|Monitoring-accuracy calibration	933.0	964.0	309.0	316.0	Conflict detection, mismatch detection, error awareness, surprise, performance comparison, correction initiation	Detecting an error and accepting an error are separate functions.	Feedback quality, overconfidence, fatigue, stakes, emotion, accountability	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-033	33.0	SEG-05	Learning, Memory and Knowledge	1.0	Episodic Memory	36.0	Event encoding|Autobiographical episode formation|What-happened coding|Where (place) coding|When (time) coding|Who (participants) coding|Event-order coding|Contextual binding|Source memory|Perceptual-detail memory|Emotional-detail memory|Spatial-context memory|Temporal-context memory|Subjective reliving (autonoesis)|Recollection (vivid)|Familiarity (knowing)|Cued recall|Free recall|Recognition|Pattern completion|Pattern separation|Reconstruction|Gist extraction|Detail retention|Memory vividness|Rehearsal effect|Testing/retrieval strengthening|Spacing effect|Consolidation dependence|Sleep-dependent stabilisation|Reconsolidation on retrieval|Interference susceptibility|Misinformation susceptibility|False-memory formation|Flashbulb-memory formation|Time-based decay	4.0	Retrieval-induced forgetting|Directed forgetting|Memory updating|Episodic future projection	965.0	1000.0	317.0	320.0	Personal events, source, place, time, participants, event order, subjective reliving, autobiographical episodes	Stores “what happened to me, where and when.” It is reconstructive, not a perfect recording.	Emotion, attention during event, sleep, age, rehearsal, trauma, similarity	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-034	34.0	SEG-05	Learning, Memory and Knowledge	2.0	Semantic Memory and General Knowledge	36.0	Concept storage|Word-meaning storage|Fact storage|Category membership|Taxonomic hierarchy|Feature representation|Prototype representation|Exemplar storage|Schema/script storage|Relational knowledge|Property inheritance|Concept-concept association|Semantic network structure|World knowledge|Domain knowledge|Cultural knowledge|Procedural-fact knowledge (know-that)|Number/quantity facts|Spatial/geographic facts|Encyclopedic retrieval|Semantic priming|Spreading activation|Concept combination|Abstraction/generalisation|Category learning|Semantic-detail retrieval|Definitional knowledge|Analogy-base storage|Gist/meaning retention|Knowledge integration|Belief storage|Misconception storage|Knowledge updating|Fact verification (internal)|Semantic-memory retrieval speed|Tip-of-the-tongue states	4.0	Semantic dementia-type loss|Context-free retrieval|Cross-domain linking|Meaning consolidation	1001.0	1036.0	321.0	324.0	Concepts, word meanings, facts, categories, relationships, schemas, rules, cultural knowledge	Stores decontextualised knowledge without requiring recollection of the original learning event.	Education, experience, language, retrieval frequency, misinformation, age	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-035	35.0	SEG-05	Learning, Memory and Knowledge	3.0	Procedural and Habit Memory	32.0	Motor-skill memory|Perceptual-skill memory|Cognitive-skill memory|Sequence memory|Routine storage|Automatic-procedure storage|Stimulus-response habit|Action-outcome vs habit distinction|Chunked-action storage|Rule-based skill|Implicit sequence learning|Serial-reaction learning|Habit-strength representation|Context-cued habit|Cue-response binding|Skill-execution retrieval|Fluency retention|Automaticity storage|Overlearned-response storage|Grammar-of-action storage|Motor-schema retention|Priming (procedural)|Skill consolidation|Skill decay|Skill re-acquisition speed|Interference between procedures|Habit-goal arbitration|Trigger-condition storage|Reward-shaped habit|Punishment-shaped avoidance habit|Ritual/routine storage|Default-behaviour storage	8.0	Habitual-error slips|Context-independent execution|Non-declarative retention|Perceptual-motor mapping|Timing/rhythm procedures|Chaining of sub-skills|Habit-reversal capacity|Procedural transfer	1037.0	1068.0	325.0	332.0	Skills, routines, automatic sequences, motor habits, cognitive habits, learned response tendencies	Can guide behaviour without conscious verbal recall.	Repetition, reinforcement, context stability, motivation, interruption	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-036	36.0	SEG-05	Learning, Memory and Knowledge	4.0	Associative Learning and Conditioning	32.0	Stimulus-stimulus association|Cue-outcome prediction|Context association|Classical (Pavlovian) conditioning|Conditioned response formation|Second-order conditioning|Appetitive conditioning|Aversive conditioning|Fear conditioning|Safety learning|Avoidance learning|Escape learning|Operant (instrumental) learning|Reinforcement association|Punishment association|Contingency detection|Contiguity sensitivity|Blocking effect|Overshadowing|Latent inhibition|Generalisation gradient|Discrimination learning|Extinction|Spontaneous recovery|Renewal (context)|Reinstatement|Occasion setting|Conditioned inhibition|Sensory preconditioning|Evaluative conditioning|Prediction-error-driven update|Timing (temporal) conditioning	8.0	Trace conditioning|Delay conditioning|Cue-competition resolution|Habituation|Sensitisation|Conditioned emotional response|Conditioned appetite/craving|Association strength updating	1069.0	1100.0	333.0	340.0	Stimulus association, cue prediction, context association, classical conditioning, avoidance learning, generalisation, extinction	Learns that one event predicts another, even without explicit reasoning.	Timing, repetition, intensity, fear, reward, context change	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-037	37.0	SEG-05	Learning, Memory and Knowledge	5.0	Reinforcement and Reward Learning	36.0	Reward prediction|Reward-prediction error|Positive-prediction-error learning|Negative-prediction-error learning|Value estimation|Value updating|Expected-return computation|Discounting (temporal)|Discounting (probability)|Model-free learning|Model-based learning|State-value learning|Action-value (Q) learning|Policy formation|Exploration drive|Exploitation bias|Exploration-exploitation balance|Reward magnitude coding|Reward probability coding|Reward-delay handling|Punishment learning|Loss-value coding|Effort-cost integration|Opportunity-cost tracking|Credit assignment|Reward-history integration|Habit-vs-goal weighting|Incentive salience ('wanting')|Hedonic impact ('liking')|Satiation/devaluation|Reward generalisation|Counterfactual (fictive) learning|Regret-based updating|Relief/avoidance reward|Social-reward learning|Uncertainty-driven learning	4.0	Learning-rate adaptation|Volatility tracking|Reward-context modulation|Reinforcer substitution	1101.0	1136.0	341.0	344.0	Reward prediction, prediction error, punishment learning, value updating, exploration, exploitation, expected return	Updates behaviour based on differences between expected and actual outcomes.	Reward delay, uncertainty, effort, prior outcome, social reward, deprivation	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-038	38.0	SEG-05	Learning, Memory and Knowledge	6.0	Emotional and Threat Memory	28.0	Fear-memory formation|Threat-cue encoding|Safety-memory formation|Affective tagging|Emotional-salience weighting|Amygdala-dependent encoding|Arousal-enhanced consolidation|Emotional-detail sharpening|Peripheral-detail narrowing|Avoidance-memory storage|Positive-emotional memory|Reward-cue memory|Trauma-memory encoding|Intrusive-memory formation|Flashback triggering|Contextual fear memory|Cued fear memory|Fear generalisation|Fear discrimination|Extinction memory|Extinction-recall competition|Reconsolidation (emotional)|Reconsolidation update window|Emotional-memory persistence|Mood-congruent encoding|Mood-congruent retrieval|State-dependent memory|Stress-modulated storage	12.0	Cortisol-linked consolidation|Emotional-flashbulb formation|Threat-prediction memory|Conditioned-avoidance memory|Emotional-bias in recall|Memory-narrowing (weapon-focus)|Safety-signal learning|Return-of-fear (renewal)|Emotional-memory suppression|Positivity effect (aging)|Negativity bias (memory)|Affective forecasting from memory	1137.0	1164.0	345.0	356.0	Fear memory, safety memory, affective tagging, emotional salience, avoidance memory, positive association	Emotion can strengthen some aspects of memory while distorting or narrowing others.	Intensity, trauma, repetition, context, regulation, extinction exposure	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-039	39.0	SEG-05	Learning, Memory and Knowledge	7.0	Prospective Memory	28.0	Intention formation (future)|Intention encoding|Delayed-intention storage|Time-based prospective memory|Event-based prospective memory|Activity-based prospective memory|Cue-monitoring|Cue detection|Spontaneous retrieval|Strategic monitoring|Intention retrieval|Intention-context binding|Prospective-cue association|Reminder-setting (internal)|Reminder-setting (external offload)|Ongoing-task/PM balancing|Interruption-bridging intention|Retrospective component (what to do)|Prospective component (when to do)|Intention maintenance over delay|Intention reactivation|Intention deactivation (after done)|Commission-error avoidance (not repeating)|Omission-error avoidance (not forgetting)|Deadline tracking|Time-checking behaviour|Habitual-intention formation|Implementation-intention (if-then)	12.0	Priority-based PM scheduling|Multiple-intention management|Intention-interference handling|Delayed-execution timing|Context-change re-cueing|PM under cognitive load|PM under stress|Aging-related PM change|Salient-cue reliance|Focal-vs-nonfocal cue handling|Intention-superiority effect|Follow-through monitoring	1165.0	1192.0	357.0	368.0	Remembering future actions, time-based reminders, event-based intentions, delayed commitments, intention retrieval	Stores “what I must remember to do later,” not only past experience.	Delay, cues, interruption, priority, planning tools, fatigue	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-040	40.0	SEG-05	Learning, Memory and Knowledge	8.0	Encoding, Consolidation, Retrieval, Reconsolidation and Forgetting	36.0	Attention-gated encoding|Depth-of-processing|Elaborative encoding|Distinctiveness encoding|Organisation at encoding|Binding at encoding|Encoding specificity|Synaptic consolidation|Systems consolidation|Sleep-dependent consolidation|Replay/reactivation|Schema-assisted consolidation|Stabilisation over time|Cue-based retrieval|Recognition retrieval|Recall retrieval|Retrieval fluency|Retrieval effort|Retrieval-induced strengthening|Retrieval-induced forgetting|Context-dependent retrieval|State-dependent retrieval|Reconsolidation (post-retrieval)|Reconsolidation updating|Memory modification|Memory suppression|Directed forgetting|Motivated forgetting|Decay/trace loss|Proactive interference|Retroactive interference|Cue overload|Blocking (retrieval failure)|Tip-of-the-tongue|Partial retrieval|Reconstruction/gist reliance	4.0	Misinformation integration|False-memory intrusion|Recovery of inaccessible memory|Forgetting-curve dynamics	1193.0	1228.0	369.0	372.0	Initial encoding, stabilisation, cue-based retrieval, recognition, recall, memory updating, suppression, decay, interference	Every retrieval can potentially modify the memory that is later stored again.	Attention, sleep, cues, repetition, emotion, age, similarity, misinformation	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-041	41.0	SEG-06	Reasoning, Planning, Decision and Creativity	1.0	Concept Formation and Abstraction	32.0	Feature extraction|Feature grouping|Similarity judgment|Category formation|Prototype extraction|Exemplar storage|Boundary setting (category)|Rule extraction|Hierarchy building|Superordinate abstraction|Subordinate specialisation|Cross-category comparison|Analogy-class formation|Schema induction|Concept combination|Concept differentiation|Generalisation|Specialisation|Abstraction-level control|Essential-vs-incidental separation|Invariant detection|Dimensional weighting|Family-resemblance handling|Typicality gradient|Concept revision|Concept naming (grounding)|Novel-concept formation|Ad-hoc category creation|Goal-derived categories|Relational-concept formation|Abstract-symbol grounding|Metaphor-based abstraction	8.0	Pattern abstraction|Structure mapping|Chunk/gestalt formation|Concept transfer|Category-based inference|Prototype updating|Boundary shifting|Conceptual-hierarchy navigation	1229.0	1260.0	373.0	380.0	Feature grouping, category formation, prototypes, boundaries, hierarchy, analogy classes, rule extraction, abstraction level	Converts individual experiences into reusable concepts and categories.	Experience, language, culture, goals, examples, exceptions, expertise	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-042	42.0	SEG-06	Reasoning, Planning, Decision and Creativity	2.0	Core Reasoning	48.0	Deduction|Modus ponens/tollens|Syllogistic reasoning|Propositional logic|Predicate/quantifier logic|Conditional reasoning|Biconditional reasoning|Induction|Generalisation from cases|Statistical induction|Abduction (best explanation)|Hypothesis inference|Analogical reasoning|Structure mapping|Relational reasoning|Transitive inference|Comparative reasoning|Proportional reasoning|Quantitative reasoning|Arithmetic reasoning|Algebraic reasoning|Set/logical operations|Systems reasoning|Feedback-loop reasoning|First-principles reasoning|Constraint-based reasoning|Constraint satisfaction|Multi-step inference chaining|Backward chaining|Forward chaining|Recursive reasoning|Hierarchical reasoning|Case-based reasoning|Rule-based reasoning|Probabilistic reasoning|Bayesian updating|Diagnostic reasoning|Means-end reasoning|Contradiction detection|Validity-vs-truth distinction|Inference-to-consequences|Logical-consistency checking|Formal proof construction|Formal proof verification|Counterexample generation|Defeasible reasoning|Non-monotonic reasoning|Modal reasoning	0.0		1261.0	1308.0			Deduction, induction, abduction, analogy, formal logic, quantitative reasoning, relational reasoning, systems reasoning, first principles, inference chaining	No single reasoning mode is universally correct; the task determines the required mode.	Knowledge quality, working memory, bias, motivation, time, emotion, intelligence, instruction	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 48 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-043	43.0	SEG-06	Reasoning, Planning, Decision and Creativity	3.0	Causal, Counterfactual and Predictive Reasoning	36.0	Cause-effect separation|Correlation-vs-causation distinction|Mechanism inference|Causal-chain construction|Common-cause detection|Confound detection|Necessary-cause reasoning|Sufficient-cause reasoning|Multiple-cause integration|Causal-strength estimation|Intervention reasoning (do-operator)|Manipulation-based inference|Counterfactual construction|What-if simulation|Alternative-history reasoning|Nearest-possible-world reasoning|But-for reasoning|Preventive-cause reasoning|Enabling-condition reasoning|Causal-direction inference|Feedback/loop causal reasoning|Delayed-effect reasoning|Emergent-effect reasoning|Outcome prediction|Trend projection|Extrapolation|Interpolation|Scenario forecasting|Base-rate integration|Prediction under uncertainty|Prediction-error checking|Model-based prediction|Simulation of consequences|Chain-of-events forecasting|Risk-of-outcome estimation|Causal attribution	4.0	Blame/responsibility attribution|Contributory-cause weighting|Hidden-variable inference|Causal-model updating	1309.0	1344.0	381.0	384.0	Cause-effect separation, mechanism inference, intervention reasoning, “what if,” outcome prediction, trend projection, alternative causes	Distinguishes correlation from causation and imagines alternative histories or futures.	Data quality, temporal order, prior belief, complexity, hidden variables, experience	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-044	44.0	SEG-06	Reasoning, Planning, Decision and Creativity	4.0	Uncertainty, Probability and Confidence	32.0	Likelihood estimation|Base-rate use|Prior formation|Posterior updating|Bayesian revision|Frequency estimation|Probability calibration|Risk perception|Ambiguity distinction (vs risk)|Ambiguity tolerance|Uncertainty quantification|Confidence estimation|Confidence calibration|Overconfidence detection|Underconfidence detection|Evidence-strength weighting|Evidence aggregation|Diagnosticity assessment|Sample-size sensitivity|Variance/volatility sensitivity|Expected-value computation|Utility weighting|Probability weighting (distortion)|Conjunction-fallacy susceptibility|Gambler's-fallacy susceptibility|Regression-to-mean reasoning|Second-order uncertainty|Meta-uncertainty (unknown unknowns)|Uncertainty communication|Hedging appropriateness|Confidence-accuracy alignment|Decision-threshold under uncertainty	8.0	Risk-reward balancing|Precaution weighting|Information-value estimation|Stopping-rule (enough evidence)|Prediction-interval sense|Surprise quantification|Belief-strength tracking|Uncertainty-driven exploration	1345.0	1376.0	385.0	392.0	Likelihood estimation, risk perception, ambiguity tolerance, confidence, evidence strength, uncertainty communication	Felt certainty and actual accuracy can differ significantly.	Numeracy, emotion, stakes, framing, prior belief, experience, overconfidence	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-045	45.0	SEG-06	Reasoning, Planning, Decision and Creativity	5.0	Problem Framing and Decomposition	32.0	Problem identification|Problem definition|Question construction|Goal clarification|Boundary setting|Scope definition|Signal-vs-noise separation|Root-cause separation|Symptom-vs-cause distinction|Constraint extraction|Assumption surfacing|Given-vs-unknown separation|Requirement elicitation|Reframing (alternative frames)|Perspective-taking on problem|Problem-space definition|Subproblem creation|Decomposition (top-down)|Composition (bottom-up)|Dependency identification|Modularisation|Abstraction of problem|Analogous-problem mapping|Representation selection|Diagram/model building|Simplification|Idealisation/approximation|Key-variable identification|Leverage-point detection|Solvability assessment|Well-vs-ill-defined classification|Objective-function definition	8.0	Success-criteria setting|Trade-off identification|Prioritisation of subproblems|Frame-error detection|Problem-restatement|Wrong-problem risk check|Solution-space bounding|Reformulation on failure	1377.0	1408.0	393.0	400.0	Problem identification, question construction, boundary setting, root-cause separation, subproblem creation, constraint extraction	A wrong problem frame can produce a correct solution to the wrong problem.	User wording, expertise, assumptions, incentives, available evidence, time	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-046	46.0	SEG-06	Reasoning, Planning, Decision and Creativity	6.0	Planning, Strategy and Future Simulation	40.0	Goal hierarchy construction|Subgoal generation|Milestone creation|Sequencing|Dependency mapping|Critical-path identification|Resource allocation|Time budgeting|Route/plan comparison|Strategy selection|Means-end analysis|Backward planning (from goal)|Forward planning|Scenario simulation|Mental time-travel|Contingency planning|If-then plan formation|Risk anticipation (in plan)|Bottleneck anticipation|Constraint-aware planning|Multi-step lookahead|Search/tree exploration|Pruning of options|Plan optimisation|Plan-cost estimation|Plan-benefit estimation|Commitment vs flexibility balance|Re-planning triggers|Plan monitoring|Progress-vs-plan comparison|Adaptive replanning|Nested-plan management|Long-horizon planning|Short-horizon planning|Hierarchical task network build|Precommitment planning|Slack/buffer allocation|Coordination-with-others planning|Fallback-plan design|Simulation-based evaluation	0.0		1409.0	1448.0			Goal hierarchy, milestone creation, dependency mapping, scenario simulation, contingency planning, resource allocation, route comparison	Builds a model of actions and likely consequences before execution.	Time horizon, uncertainty, resources, motivation, experience, social dependence	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 40 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-047	47.0	SEG-06	Reasoning, Planning, Decision and Creativity	7.0	Decision, Judgment and Trade-off Intelligence	36.0	Option generation|Option enumeration|Attribute identification|Attribute weighting|Value/utility assignment|Cost-benefit analysis|Multi-attribute integration|Trade-off resolution|Compensatory strategy|Non-compensatory strategy (heuristics)|Elimination-by-aspects|Satisficing|Maximising|Reversibility assessment|Threshold setting|Risk acceptance level|Loss-aversion weighting|Reference-point setting|Framing sensitivity|Anchoring adjustment|Temporal-trade-off (now vs later)|Social-consequence weighting|Moral-consideration weighting|Regret anticipation|Disappointment anticipation|Confidence-in-choice|Choice commitment|Choice deferral|Default acceptance|Escalation-of-commitment risk|Sunk-cost sensitivity|Intuitive (System-1) judgment|Deliberative (System-2) judgment|Emotion-integrated choice|Advice-taking/weighting|Group-influenced choice	4.0	Choice under time pressure|Choice under scarcity|Post-decision rationalisation|Decision-quality monitoring	1449.0	1484.0	401.0	404.0	Option generation, comparison, utility, cost-benefit, reversibility, threshold setting, risk acceptance, choice commitment	Humans alternate between habitual, intuitive, deliberative and socially influenced choices.	Values, emotion, social pressure, framing, scarcity, information, authority	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-048	48.0	SEG-06	Reasoning, Planning, Decision and Creativity	8.0	Creativity, Imagination and Invention	36.0	Divergent thinking|Fluency (idea quantity)|Flexibility (idea variety)|Originality|Elaboration|Remote association|Conceptual combination|Conceptual blending|Analogical transfer|Metaphor generation|Mental imagery|Visual imagination|Auditory imagination|Simulation of novel scenes|Constraint relaxation|Constraint-breaking|Assumption reversal|Perspective shifting (creative)|Recombination of elements|Bisociation|Incubation|Insight ('aha') restructuring|Problem-finding|Hypothesis generation|Alternative-use generation|Design ideation|Improvisation|Play/exploration|Novelty seeking|Serendipity capture|Aesthetic evaluation|Usefulness evaluation|Convergent selection|Idea refinement|Idea filtering|Risk-taking (creative)	4.0	Domain-knowledge leverage|Cross-domain importing|Counterfactual imagination|Generative-evaluative cycling	1485.0	1520.0	405.0	408.0	Divergent thinking, association, recombination, mental imagery, originality, design, hypothesis generation, constraint-breaking, convergence	Creativity needs both generation and selection; novelty alone is not usefulness.	Knowledge breadth, mood, inhibition, working memory, culture, safety, reward	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-049	49.0	SEG-07	Language and Communication	1.0	Speech and Language-Signal Recognition	36.0	Phoneme detection|Phoneme discrimination|Categorical perception|Acoustic-cue extraction|Coarticulation handling|Speech-stream segmentation|Word-boundary detection|Syllable parsing|Stress-pattern detection|Rhythm/prosodic parsing|Speaker normalisation|Accent/dialect handling|Rate normalisation (fast speech)|Noise-robust recognition|Missing-phoneme restoration|Lexical-access triggering|Cohort activation|Uniqueness-point detection|Lipreading integration (visual)|Audiovisual speech fusion|Sign-language handshape recognition|Sign-movement recognition|Written-word (orthographic) recognition|Grapheme-phoneme conversion|Letter recognition|Whole-word recognition|Visual word-form processing|Non-word detection|Homophone handling|Voice-familiarity use|Emotional-prosody detection|Question-vs-statement intonation|Sarcasm-prosody cue|Foreign-language phoneme mapping|Bilingual language-ID|Speech-in-noise tracking	4.0	Degraded-speech adaptation|Prediction-driven perception|Perceptual learning (of talker)|Phonological-encoding for memory	1521.0	1556.0	409.0	412.0	Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition	Converts continuous sound or visual symbols into probable language units.	Noise, accent, familiarity, hearing, literacy, attention, language exposure	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-050	50.0	SEG-07	Language and Communication	2.0	Lexical and Semantic Access	36.0	Word-form recognition|Lemma access|Word-meaning retrieval|Multiple-meaning activation|Dominant-meaning selection|Subordinate-meaning suppression|Context-based disambiguation|Homonym resolution|Polysemy handling|Synonym selection|Antonym relation|Hypernym/hyponym relation|Meronym (part-whole) relation|Semantic-feature retrieval|Category relation|Semantic priming|Associative priming|Spreading activation|Concept retrieval|Word-frequency effect|Familiarity effect|Concreteness/imageability effect|Age-of-acquisition effect|Lexical-decision speed|Semantic-neighbourhood effects|Tip-of-the-tongue resolution|Cross-language lexical access|Cognate facilitation|False-friend handling|Idiom recognition|Collocation activation|Figurative-meaning access|Selectional-restriction use|Thematic-role access|Semantic-integration readiness|Ambiguity-cost handling	4.0	Meaning updating in context|Lexical-semantic prediction|Word-sense inventory access|Meaning-in-discourse tracking	1557.0	1592.0	413.0	416.0	Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval	A word activates multiple possible meanings before context suppresses weaker interpretations.	Context, language, culture, frequency, expertise, priming, age	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
